	len_changed	len_not_found	not_found	changed
Regulation of commissural axon pathfinding by SLIT and ROBO	1	0	[]	{'SLIT3': 'SLIT1'}
Regulation of cortical dendrite branching	0	0	[]	{}
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	1	0	[]	{'PXN': 'PXDN'}
Regulation of expression of SLITs and ROBOs	3	5	['18S rRNA', 'ROBO3.1', '5S rRNA', '5.8S rRNA', '28S rRNA']	{'RPL13': 'MRPL13', 'RPL10': 'RPL15', 'RPL36A': 'RPL36AL'}
Regulation of gap junction activity	0	0	[]	{}
Regulation of gene expression by Hypoxia-inducible Factor	1	0	[]	{'EPO': 'EPX'}
Regulation of gene expression in beta cells	2	0	[]	{'GCK': 'MAP4K2', 'PDX1': 'PDHX'}
Regulation of gene expression in early pancreatic precursor cells	1	0	[]	{'PDX1': 'PDHX'}
Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells	0	0	[]	{}
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	0	0	[]	{}
Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	0	0	[]	{}
Regulation of innate immune responses to cytosolic DNA	0	0	[]	{}
Regulation of insulin secretion	0	0	[]	{}
Regulation of lipid metabolism by PPARalpha	2	0	[]	{'MTF1': 'MELTF', 'ME1': 'PCDHB16'}
Regulation of localization of FOXO transcription factors	0	0	[]	{}
Regulation of mRNA stability by proteins that bind AU-rich elements	0	0	[]	{}
Regulation of mitotic cell cycle	0	0	[]	{}
Regulation of necroptotic cell death	1	2	['CRMA', 'SPI-2']	{'TRAF2': 'TANK'}
Regulation of ornithine decarboxylase (ODC)	0	0	[]	{}
Regulation of pyruvate dehydrogenase (PDH) complex	1	0	[]	{'PDP1': 'PLPP6'}
Regulation of signaling by CBL	0	0	[]	{}
Regulation of signaling by NODAL	1	0	[]	{'CER1': 'C3CER1'}
Regulation of the apoptosome activity	0	0	[]	{}
Regulation of thyroid hormone activity	1	0	[]	{'DIO1': 'DIDO1'}
Relaxin receptors	0	0	[]	{}
Release	5	3	['M', 'PB2', 'HA']	{'PA': 'EPB42', 'NS': 'GNL3', 'NP': 'CTF2P', 'PB1': 'PBRM1', 'NA': 'XK'}
Release of Hh-Np from the secreting cell	0	0	[]	{}
Release of apoptotic factors from the mitochondria	0	0	[]	{}
Removal of aminoterminal propeptides from gamma-carboxylated proteins	0	0	[]	{}
Removal of the Flap Intermediate	1	0	[]	{'RPA1': 'POLR1A'}
Removal of the Flap Intermediate from the C-strand	1	0	[]	{'RPA1': 'POLR1A'}
Replication of the SARS-CoV-1 genome	0	4	['1a', 'SARS coronavirus, complete genome', 'rep', 'N']	{}
Replication of the SARS-CoV-2 genome	0	4	['SARS coronavirus, complete genome', 'rep', 'pp1a', 'N']	{}
Repression of WNT target genes	0	0	[]	{}
Reproduction	5	0	[]	{'DMC1': 'HID1', 'FKBP6': 'FKBP10', 'NBN': 'ARTN', 'H2AFX': 'H2AX', 'RPA1': 'POLR1A'}
Resistance of ERBB2 KD mutants to AEE788	0	0	[]	{}
Resistance of ERBB2 KD mutants to afatinib	0	0	[]	{}
Resistance of ERBB2 KD mutants to lapatinib	0	0	[]	{}
Resistance of ERBB2 KD mutants to neratinib	0	0	[]	{}
Resistance of ERBB2 KD mutants to osimertinib	0	0	[]	{}
Resistance of ERBB2 KD mutants to sapitinib	0	0	[]	{}
Resistance of ERBB2 KD mutants to tesevatinib	0	0	[]	{}
Resistance of ERBB2 KD mutants to trastuzumab	0	0	[]	{}
Resolution of AP sites via the multiple-nucleotide patch replacement pathway	2	0	[]	{'LIG1': 'LRIG1', 'RPA1': 'POLR1A'}
Resolution of AP sites via the single-nucleotide replacement pathway	0	0	[]	{}
Resolution of Abasic Sites (AP sites)	2	0	[]	{'LIG1': 'LRIG1', 'RPA1': 'POLR1A'}
Resolution of D-Loop Structures	2	0	[]	{'BRIP1': 'MRPL36', 'NBN': 'ARTN'}
Resolution of D-loop Structures through Holliday Junction Intermediates	2	0	[]	{'BRIP1': 'MRPL36', 'NBN': 'ARTN'}
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	2	0	[]	{'BRIP1': 'MRPL36', 'NBN': 'ARTN'}
Resolution of Sister Chromatid Cohesion	2	0	[]	{'CENPC': 'CENPCP1', 'APITD1': 'CENPS'}
Respiratory electron transport	1	0	[]	{'TRAP1': 'HSP90B2P'}
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	1	0	[]	{'TRAP1': 'HSP90B2P'}
Response of EIF2AK1 (HRI) to heme deficiency	1	0	[]	{'EIF2AK1': 'EIF2AK2'}
Response of EIF2AK4 (GCN2) to amino acid deficiency	3	4	['18S rRNA', '5S rRNA', '5.8S rRNA', '28S rRNA']	{'RPL13': 'MRPL13', 'RPL10': 'RPL15', 'RPL36A': 'RPL36AL'}
Response of Mtb to phagocytosis	0	16	['secA2', 'PPE2', 'ndkA', 'sapM', 'lprG', 'ptpA', 'Rv1410c', 'Rv3655c', 'lprM', 'esxA', 'esxH', 'eis', 'Rv3654c', 'Rv3364c', 'lpdC', 'esxG']	{}
Response to elevated platelet cytosolic Ca2+	6	0	[]	{'ALB': 'FBF1', 'SPP2': 'SGPP2', 'SCG3': 'SGCG', 'PSAP': 'MTCH1', 'HRG': 'NRG1', 'SELP': 'SELENOP'}
Response to metal ions	1	0	[]	{'MTF1': 'MELTF'}
Retinoid cycle disease events	0	0	[]	{}
Retinoid metabolism and transport	2	0	[]	{'RBP2': 'RIMBP2', 'LRP1': 'C1D'}
Retinoid metabolism disease events	0	0	[]	{}
Retrograde neurotrophin signalling	0	0	[]	{}
Retrograde transport at the Trans-Golgi-Network	3	0	[]	{'NAPA': 'NAPSA', 'NAPB': 'NAPSB', 'RGP1': 'RGPD1'}
Reuptake of GABA	0	0	[]	{}
Rev-mediated nuclear export of HIV RNA	1	1	['rev']	{'POM121': 'POMZP3'}
Reversal of alkylation damage by DNA dioxygenases	0	0	[]	{}
Reverse Transcription of HIV RNA	0	6	['rev', 'vif', 'vpu', 'gag', 'gag-pol', 'vpr']	{}
Reversible hydration of carbon dioxide	0	0	[]	{}
Rhesus blood group biosynthesis	0	0	[]	{}
Rhesus glycoproteins mediate ammonium transport.	0	0	[]	{}
Rho GTPase cycle	6	0	[]	{'HMHA1': 'ARHGAP45', 'ARHGAP10': 'ARHGAP21', 'BPGAP1': 'ARHGAP8', 'DLC1': 'DLEC1', 'NET1': 'SLC6A2', 'RAC3': 'NCOA3'}
Ribosomal scanning and start codon recognition	0	1	['18S rRNA']	{}
Role of ABL in ROBO-SLIT signaling	1	0	[]	{'CAP2': 'TMPRSS4'}
Role of LAT2/NTAL/LAB on calcium mobilization	1	2	['IGHV', 'IGLV']	{'LAT2': 'SLC7A8'}
Role of phospholipids in phagocytosis	0	2	['IGHV', 'IGLV']	{}
Role of second messengers in netrin-1 signaling	1	0	[]	{'TRPC7': 'TRPM2'}
S Phase	4	0	[]	{'ORC1': 'SLC25A15', 'MCM2': 'MCM7', 'LIG1': 'LRIG1', 'RPA1': 'POLR1A'}
S33 mutants of beta-catenin aren't phosphorylated	0	0	[]	{}
S37 mutants of beta-catenin aren't phosphorylated	0	0	[]	{}
S45 mutants of beta-catenin aren't phosphorylated	0	0	[]	{}
SARS-CoV Infections	2	13	['M', 'S', 'NS5B', 'rep', '7a', '3a', 'E', 'pp1a', 'N', '9b', '8b', 'SARS coronavirus, complete genome', '1a']	{'MGAT2': 'MOGAT2', 'BRMS1': 'BRMS1L'}
SARS-CoV-1 Genome Replication and Transcription	0	4	['1a', 'SARS coronavirus, complete genome', 'rep', 'N']	{}
SARS-CoV-1 Infection	0	11	['rep', 'M', '1a', '9b', '8b', 'S', 'SARS coronavirus, complete genome', 'N', '7a', '3a', 'E']	{}
SARS-CoV-2 Genome Replication and Transcription	0	4	['SARS coronavirus, complete genome', 'rep', 'pp1a', 'N']	{}
SARS-CoV-2 Infection	1	10	['M', 'S', 'rep', '7a', '3a', 'E', 'pp1a', 'N', '9b', 'SARS coronavirus, complete genome']	{'MGAT2': 'MOGAT2'}
SCF(Skp2)-mediated degradation of p27/p21	0	0	[]	{}
SCF-beta-TrCP mediated degradation of Emi1	0	0	[]	{}
SDK interactions	0	0	[]	{}
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	0	0	[]	{}
SHC-mediated cascade:FGFR1	1	0	[]	{'FGF2': 'FGF13'}
SHC-mediated cascade:FGFR2	1	0	[]	{'FGF2': 'FGF13'}
SHC-mediated cascade:FGFR3	1	0	[]	{'FGF2': 'FGF13'}
SHC-mediated cascade:FGFR4	1	0	[]	{'FGF2': 'FGF13'}
SHC-related events triggered by IGF1R	0	0	[]	{}
SHC1 events in EGFR signaling	0	0	[]	{}
SHC1 events in ERBB2 signaling	0	0	[]	{}
SHC1 events in ERBB4 signaling	0	0	[]	{}
SIRT1 negatively regulates rRNA expression	1	3	['5S rRNA', '5.8S rRNA', '28S rRNA']	{'H2AFX': 'H2AX'}
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	0	0	[]	{}
SLBP independent Processing of Histone Pre-mRNAs	0	0	[]	{}
SLC transporter disorders	4	0	[]	{'GCK': 'MAP4K2', 'HK1': 'HOOK1', 'POM121': 'POMZP3', 'SLC6A5': 'SLC6A2'}
SLC-mediated transmembrane transport	2	0	[]	{'ALB': 'FBF1', 'SLC6A5': 'SLC6A2'}
SLIT2:ROBO1 increases RHOA activity	0	0	[]	{}
SMAC (DIABLO) binds to IAPs	0	0	[]	{}
SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes	0	0	[]	{}
SMAC, XIAP-regulated apoptotic response	0	0	[]	{}
SMAD2/3 MH2 Domain Mutants in Cancer	0	0	[]	{}
SMAD2/3 Phosphorylation Motif Mutants in Cancer	0	0	[]	{}
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	0	0	[]	{}
SMAD4 MH2 Domain Mutants in Cancer	0	0	[]	{}
SOS-mediated signalling	0	0	[]	{}
SRP-dependent cotranslational protein targeting to membrane	3	6	['7SL RNA (ENSG00000222639)', '18S rRNA', '7SL RNA (ENSG00000222619)', '5S rRNA', '5.8S rRNA', '28S rRNA']	{'RPL13': 'MRPL13', 'RPL10': 'RPL15', 'RPL36A': 'RPL36AL'}
STAT5 Activation	0	0	[]	{}
STAT5 activation downstream of FLT3 ITD mutants	0	0	[]	{}
STAT6-mediated induction of chemokines	0	0	[]	{}
STING mediated induction of host immune responses	0	0	[]	{}
SUMO E3 ligases SUMOylate target proteins	2	0	[]	{'POM121': 'POMZP3', 'RPA1': 'POLR1A'}
SUMO is conjugated to E1 (UBA2:SAE1)	0	0	[]	{}
SUMO is proteolytically processed	0	0	[]	{}
SUMO is transferred from E1 to E2 (UBE2I, UBC9)	0	0	[]	{}
SUMOylation	2	0	[]	{'POM121': 'POMZP3', 'RPA1': 'POLR1A'}
SUMOylation of DNA damage response and repair proteins	2	0	[]	{'POM121': 'POMZP3', 'RPA1': 'POLR1A'}
SUMOylation of DNA methylation proteins	0	0	[]	{}
SUMOylation of DNA replication proteins	1	0	[]	{'POM121': 'POMZP3'}
SUMOylation of RNA binding proteins	1	0	[]	{'POM121': 'POMZP3'}
SUMOylation of SUMOylation proteins	1	0	[]	{'POM121': 'POMZP3'}
SUMOylation of chromatin organization proteins	1	0	[]	{'POM121': 'POMZP3'}
SUMOylation of immune response proteins	0	0	[]	{}
SUMOylation of intracellular receptors	0	0	[]	{}
SUMOylation of transcription cofactors	0	0	[]	{}
SUMOylation of transcription factors	0	0	[]	{}
SUMOylation of ubiquitinylation proteins	1	0	[]	{'POM121': 'POMZP3'}
Scavenging by Class A Receptors	0	0	[]	{}
Scavenging by Class B Receptors	0	0	[]	{}
Scavenging by Class F Receptors	0	1	['porB']	{}
Scavenging by Class H Receptors	0	0	[]	{}
Scavenging of heme from plasma	2	2	['IGHV', 'IGLV']	{'ALB': 'FBF1', 'LRP1': 'C1D'}
Sealing of the nuclear envelope (NE) by ESCRT-III	0	0	[]	{}
Selective autophagy	1	0	[]	{'PARK2': 'PRKN'}
Selenoamino acid metabolism	3	4	['18S rRNA', '5S rRNA', '5.8S rRNA', '28S rRNA']	{'RPL13': 'MRPL13', 'RPL10': 'RPL15', 'RPL36A': 'RPL36AL'}
Selenocysteine synthesis	3	4	['18S rRNA', '5S rRNA', '5.8S rRNA', '28S rRNA']	{'RPL13': 'MRPL13', 'RPL10': 'RPL15', 'RPL36A': 'RPL36AL'}
Sema3A PAK dependent Axon repulsion	2	0	[]	{'PAK3': 'ARHGEF7', 'PAK1': 'PKN1'}
Sema4D in semaphorin signaling	1	0	[]	{'MYH14': 'MYH7B'}
Sema4D induced cell migration and growth-cone collapse	1	0	[]	{'MYH14': 'MYH7B'}
Sema4D mediated inhibition of cell attachment and migration	0	0	[]	{}
Semaphorin interactions	3	0	[]	{'PAK3': 'ARHGEF7', 'PAK1': 'PKN1', 'MYH14': 'MYH7B'}
Senescence-Associated Secretory Phenotype (SASP)	2	0	[]	{'IL8': 'CXCL8', 'H2AFX': 'H2AX'}
Sensing of DNA Double Strand Breaks	1	0	[]	{'NBN': 'ARTN'}
Separation of Sister Chromatids	2	0	[]	{'CENPC': 'CENPCP1', 'APITD1': 'CENPS'}
Serine biosynthesis	0	0	[]	{}
Serotonin Neurotransmitter Release Cycle	0	0	[]	{}
Serotonin and melatonin biosynthesis	1	0	[]	{'TPH2': 'TDO2'}
Serotonin clearance from the synaptic cleft	0	0	[]	{}
Serotonin receptors	0	0	[]	{}
Severe congenital neutropenia type 4 (G6PC3)	0	0	[]	{}
Sialic acid metabolism	0	0	[]	{}
Signal Transduction	56	7	['MIR92b', 'MAPK6 gene', 'CRMA', 'FGFR2c', 'FGFR2b', 'SPI-2', 'UL36']	{'LAMB2': 'LAMC1', 'NET1': 'SLC6A2', 'SPP1': 'CXXC1', 'RAC3': 'NCOA3', 'APITD1': 'CENPS', 'FABP5': 'FABP5P1', 'MYH14': 'MYH7B', 'SCD': 'SLC22A5', 'PAK1': 'PKN1', 'RBP3': 'E2F1', 'NOS3': 'NANOS3', 'CENPC': 'CENPCP1', 'FZD3': 'FZD9', 'HMHA1': 'ARHGAP45', 'PSAP': 'MTCH1', 'HRH2': 'DHX15', 'GIP': 'C1QTNF1', 'CER1': 'C3CER1', 'RBP2': 'RIMBP2', 'CDH1': 'FZR1', 'PXN': 'PXDN', 'ROR2': 'RORA', 'PAK3': 'ARHGEF7', 'ARHGAP10': 'ARHGAP21', 'GRIN1': 'GPRIN1', 'SAG': 'RNF7', 'NMB': 'GPNMB', 'CNR2': 'PCDHA6', 'OR5R1': 'OR8U3', 'GRP': 'LGALSL', 'TCF4': 'TCF7L2', 'DOK1': 'ART4', 'TRPC7': 'TRPM2', 'OR8G2': 'OR8G2P', 'DUSP1': 'DUSP12', 'MST1': 'STK4', 'EPO': 'EPX', 'DLG3': 'MPP3', 'KSR2': 'CNKSR2', 'FGF2': 'FGF13', 'VIP': 'CPAMD8', 'LAMA3': 'LAMA4', 'SMO': 'SMOX', 'LAT': 'SPNS1', 'STRAP': 'SRFBP1', 'TAAR3': 'TAAR3P', 'LRP1': 'C1D', 'PTH2': 'PTENP1', 'OR2W5': 'OR2W5P', 'HCRTR2': 'CD200R1', 'H2AFX': 'H2AX', 'TRAF2': 'TANK', 'RGS13': 'RGS18', 'F3': 'CNTN1', 'BPGAP1': 'ARHGAP8', 'DLC1': 'DLEC1'}
Signal amplification	0	0	[]	{}
Signal attenuation	0	0	[]	{}
Signal regulatory protein family interactions	1	0	[]	{'FYB': 'FYB1'}
Signal transduction by L1	1	0	[]	{'PAK1': 'PKN1'}
Signaling by AMER1 mutants	0	0	[]	{}
Signaling by APC mutants	0	0	[]	{}
Signaling by AXIN mutants	0	0	[]	{}
Signaling by Activin	0	0	[]	{}
Signaling by BMP	1	0	[]	{'CER1': 'C3CER1'}
Signaling by BRAF and RAF fusions	1	0	[]	{'KSR2': 'CNKSR2'}
Signaling by CTNNB1 phospho-site mutants	0	0	[]	{}
Signaling by EGFR	1	0	[]	{'PXN': 'PXDN'}
Signaling by EGFR in Cancer	0	0	[]	{}
Signaling by EGFRvIII in Cancer	0	0	[]	{}
Signaling by ERBB2	0	0	[]	{}
Signaling by ERBB2 ECD mutants	0	0	[]	{}
Signaling by ERBB2 KD Mutants	0	0	[]	{}
Signaling by ERBB2 TMD/JMD mutants	0	0	[]	{}
Signaling by ERBB2 in Cancer	0	0	[]	{}
Signaling by ERBB4	0	0	[]	{}
Signaling by Erythropoietin	1	0	[]	{'EPO': 'EPX'}
Signaling by FGFR	1	2	['FGFR2c', 'FGFR2b']	{'FGF2': 'FGF13'}
Signaling by FGFR in disease	1	0	[]	{'FGF2': 'FGF13'}
Signaling by FGFR1	1	0	[]	{'FGF2': 'FGF13'}
Signaling by FGFR1 amplification mutants	0	0	[]	{}
Signaling by FGFR1 in disease	1	0	[]	{'FGF2': 'FGF13'}
Signaling by FGFR2	1	2	['FGFR2b', 'FGFR2c']	{'FGF2': 'FGF13'}
Signaling by FGFR2 IIIa TM	1	0	[]	{'FGF2': 'FGF13'}
Signaling by FGFR2 amplification mutants	0	0	[]	{}
Signaling by FGFR2 fusions	0	0	[]	{}
Signaling by FGFR2 in disease	1	0	[]	{'FGF2': 'FGF13'}
Signaling by FGFR3	1	0	[]	{'FGF2': 'FGF13'}
Signaling by FGFR3 fusions in cancer	0	0	[]	{}
Signaling by FGFR3 in disease	1	0	[]	{'FGF2': 'FGF13'}
Signaling by FGFR3 point mutants in cancer	1	0	[]	{'FGF2': 'FGF13'}
Signaling by FGFR4	1	0	[]	{'FGF2': 'FGF13'}
Signaling by FGFR4 in disease	0	0	[]	{}
Signaling by FLT3 ITD and TKD mutants	0	0	[]	{}
Signaling by FLT3 fusion proteins	0	0	[]	{}
Signaling by GPCR	23	0	[]	{'TAAR3': 'TAAR3P', 'TRPC7': 'TRPM2', 'LRP1': 'C1D', 'OR8G2': 'OR8G2P', 'NET1': 'SLC6A2', 'PSAP': 'MTCH1', 'PTH2': 'PTENP1', 'HRH2': 'DHX15', 'OR2W5': 'OR2W5P', 'GIP': 'C1QTNF1', 'RBP2': 'RIMBP2', 'HCRTR2': 'CD200R1', 'RGS13': 'RGS18', 'VIP': 'CPAMD8', 'SAG': 'RNF7', 'NMB': 'GPNMB', 'PAK1': 'PKN1', 'CNR2': 'PCDHA6', 'SMO': 'SMOX', 'RBP3': 'E2F1', 'OR5R1': 'OR8U3', 'GRP': 'LGALSL', 'FZD3': 'FZD9'}
Signaling by GSK3beta mutants	0	0	[]	{}
Signaling by Hedgehog	1	0	[]	{'SMO': 'SMOX'}
Signaling by Hippo	0	0	[]	{}
Signaling by Insulin receptor	1	0	[]	{'FGF2': 'FGF13'}
Signaling by Interleukins	6	2	['CSF2 gene', 'HSP9']	{'OSM': 'CCM2', 'AIP': 'AURKAIP1', 'FGF2': 'FGF13', 'IL8': 'CXCL8', 'LCP1': 'TOX4', 'IL27': 'IL17D'}
Signaling by KIT in disease	0	0	[]	{}
Signaling by LRP5 mutants	0	0	[]	{}
Signaling by Leptin	0	0	[]	{}
Signaling by Ligand-Responsive EGFR Variants in Cancer	0	0	[]	{}
Signaling by MAP2K mutants	0	0	[]	{}
Signaling by MAPK mutants	0	0	[]	{}
Signaling by MET	2	0	[]	{'LAMA3': 'LAMA4', 'LAMB2': 'LAMC1'}
Signaling by MRAS-complex mutants	0	0	[]	{}
Signaling by MST1	1	0	[]	{'MST1': 'STK4'}
Signaling by NODAL	1	0	[]	{'CER1': 'C3CER1'}
Signaling by NOTCH	1	0	[]	{'H2AFX': 'H2AX'}
Signaling by NOTCH1	0	0	[]	{}
Signaling by NOTCH1 HD Domain Mutants in Cancer	0	0	[]	{}
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	0	0	[]	{}
Signaling by NOTCH1 PEST Domain Mutants in Cancer	0	0	[]	{}
Signaling by NOTCH1 in Cancer	0	0	[]	{}
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	0	0	[]	{}
Signaling by NOTCH2	0	0	[]	{}
Signaling by NOTCH3	0	0	[]	{}
Signaling by NOTCH4	0	0	[]	{}
Signaling by NTRK1 (TRKA)	1	0	[]	{'F3': 'CNTN1'}
Signaling by NTRK2 (TRKB)	0	0	[]	{}
Signaling by NTRK3 (TRKC)	0	0	[]	{}
Signaling by NTRKs	1	0	[]	{'F3': 'CNTN1'}
Signaling by Non-Receptor Tyrosine Kinases	2	0	[]	{'DOK1': 'ART4', 'PXN': 'PXDN'}
Signaling by Nuclear Receptors	4	0	[]	{'SCD': 'SLC22A5', 'FABP5': 'FABP5P1', 'NOS3': 'NANOS3', 'H2AFX': 'H2AX'}
Signaling by Overexpressed Wild-Type EGFR in Cancer	0	0	[]	{}
Signaling by PDGF	1	0	[]	{'SPP1': 'CXXC1'}
Signaling by PDGFR in disease	0	0	[]	{}
Signaling by PDGFRA extracellular domain mutants	0	0	[]	{}
Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	0	0	[]	{}
Signaling by PTK6	2	0	[]	{'DOK1': 'ART4', 'PXN': 'PXDN'}
Signaling by RAF1 mutants	1	0	[]	{'KSR2': 'CNKSR2'}
Signaling by RAS mutants	1	0	[]	{'KSR2': 'CNKSR2'}
Signaling by RNF43 mutants	0	0	[]	{}
Signaling by ROBO receptors	8	5	['18S rRNA', 'ROBO3.1', '5S rRNA', '5.8S rRNA', '28S rRNA']	{'PAK3': 'ARHGEF7', 'PAK1': 'PKN1', 'RPL13': 'MRPL13', 'RPL10': 'RPL15', 'CAP2': 'TMPRSS4', 'RPL36A': 'RPL36AL', 'PAK5': 'PAK6', 'SLIT3': 'SLIT1'}
Signaling by Receptor Tyrosine Kinases	10	2	['FGFR2c', 'FGFR2b']	{'LAMB2': 'LAMC1', 'MST1': 'STK4', 'SPP1': 'CXXC1', 'FGF2': 'FGF13', 'PXN': 'PXDN', 'PAK3': 'ARHGEF7', 'LAMA3': 'LAMA4', 'PAK1': 'PKN1', 'F3': 'CNTN1', 'NOS3': 'NANOS3'}
Signaling by Retinoic Acid	1	0	[]	{'FABP5': 'FABP5P1'}
Signaling by Rho GTPases	13	0	[]	{'HMHA1': 'ARHGAP45', 'NET1': 'SLC6A2', 'RAC3': 'NCOA3', 'APITD1': 'CENPS', 'H2AFX': 'H2AX', 'CDH1': 'FZR1', 'PAK3': 'ARHGEF7', 'MYH14': 'MYH7B', 'ARHGAP10': 'ARHGAP21', 'PAK1': 'PKN1', 'BPGAP1': 'ARHGAP8', 'DLC1': 'DLEC1', 'CENPC': 'CENPCP1'}
Signaling by SCF-KIT	0	0	[]	{}
Signaling by TCF7L2 mutants	0	0	[]	{}
Signaling by TGF-beta Receptor Complex	1	0	[]	{'STRAP': 'SRFBP1'}
Signaling by TGF-beta Receptor Complex in Cancer	0	0	[]	{}
Signaling by TGFB family members	2	0	[]	{'STRAP': 'SRFBP1', 'CER1': 'C3CER1'}
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	1	0	[]	{'FGF2': 'FGF13'}
Signaling by VEGF	4	0	[]	{'PAK3': 'ARHGEF7', 'PAK1': 'PKN1', 'NOS3': 'NANOS3', 'PXN': 'PXDN'}
Signaling by WNT	5	1	['MIR92b']	{'H2AFX': 'H2AX', 'TCF4': 'TCF7L2', 'ROR2': 'RORA', 'RAC3': 'NCOA3', 'FZD3': 'FZD9'}
Signaling by WNT in cancer	0	0	[]	{}
Signaling by activated point mutants of FGFR1	1	0	[]	{'FGF2': 'FGF13'}
Signaling by activated point mutants of FGFR3	1	0	[]	{'FGF2': 'FGF13'}
Signaling by cytosolic FGFR1 fusion mutants	0	0	[]	{}
Signaling by cytosolic PDGFRA and PDGFRB fusion proteins	0	0	[]	{}
Signaling by extracellular domain mutants of KIT	0	0	[]	{}
Signaling by high-kinase activity BRAF mutants	1	0	[]	{'KSR2': 'CNKSR2'}
Signaling by juxtamembrane domain KIT mutants	0	0	[]	{}
Signaling by kinase domain mutants of KIT	0	0	[]	{}
Signaling by membrane-tethered fusions of PDGFRA or PDGFRB	0	0	[]	{}
Signaling by moderate kinase activity BRAF mutants	1	0	[]	{'KSR2': 'CNKSR2'}
Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	0	0	[]	{}
Signaling by plasma membrane FGFR1 fusions	0	0	[]	{}
Signaling by the B Cell Receptor (BCR)	0	2	['IGHV', 'IGLV']	{}
Signaling downstream of RAS mutants	1	0	[]	{'KSR2': 'CNKSR2'}
Signalling to ERK5	0	0	[]	{}
Signalling to ERKs	0	0	[]	{}
Signalling to RAS	0	0	[]	{}
Signalling to STAT3	0	0	[]	{}
Signalling to p38 via RIT and RIN	0	0	[]	{}
Small interfering RNA (siRNA) biogenesis	0	0	[]	{}
Smooth Muscle Contraction	4	0	[]	{'PAK1': 'PKN1', 'GUCY1A3': 'GUCY1A1', 'GUCY1B3': 'GUCY1B1', 'PXN': 'PXDN'}
Sodium-coupled phosphate cotransporters	0	0	[]	{}
Sodium-coupled sulphate, di- and tri-carboxylate transporters	0	0	[]	{}
Sodium/Calcium exchangers	0	0	[]	{}
Sodium/Proton exchangers	0	0	[]	{}
Sorafenib-resistant KIT mutants	0	0	[]	{}
Sorafenib-resistant PDGFR mutants	0	0	[]	{}
Sperm Motility And Taxes	0	0	[]	{}
Sphingolipid de novo biosynthesis	0	0	[]	{}
Sphingolipid metabolism	1	0	[]	{'PSAP': 'MTCH1'}
Spry regulation of FGF signaling	0	0	[]	{}
Stabilization of p53	1	0	[]	{'RFWD2': 'COP1'}
Sterols are 12-hydroxylated by CYP8B1	0	0	[]	{}
Stimulation of the cell death response by PAK-2p34	0	0	[]	{}
Stimuli-sensing channels	2	0	[]	{'SGK2': 'SGK3', 'TRPC7': 'TRPM2'}
Striated Muscle Contraction	0	0	[]	{}
Sulfide oxidation to sulfate	1	0	[]	{'SQRDL': 'SQOR'}
Sulfur amino acid metabolism	1	0	[]	{'SQRDL': 'SQOR'}
Sunitinib-resistant KIT mutants	0	0	[]	{}
Sunitinib-resistant PDGFR mutants	0	0	[]	{}
Suppression of apoptosis	0	5	['Rv3654c', 'ptpA', 'Rv3655c', 'Rv3364c', 'lprM']	{}
Suppression of autophagy	0	2	['sapM', 'eis']	{}
Suppression of phagosomal maturation	0	10	['secA2', 'PPE2', 'ndkA', 'sapM', 'lprG', 'ptpA', 'Rv1410c', 'esxH', 'lpdC', 'esxG']	{}
Surfactant metabolism	2	0	[]	{'CECR1': 'ADA2', 'TTF1': 'NKX2-1'}
Switching of origins to a post-replicative state	2	0	[]	{'ORC1': 'SLC25A15', 'MCM2': 'MCM7'}
Synaptic adhesion-like molecules	2	0	[]	{'DLG3': 'MPP3', 'GRIN1': 'GPRIN1'}
Syndecan interactions	1	0	[]	{'FGF2': 'FGF13'}
Synthesis And Processing Of GAG, GAGPOL Polyproteins	0	1	['gag']	{}
Synthesis and processing of ENV and VPU	0	2	['env', 'vpu']	{}
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	0	0	[]	{}
Synthesis of 12-eicosatetraenoic acid derivatives	0	0	[]	{}
Synthesis of 15-eicosatetraenoic acid derivatives	0	0	[]	{}
Synthesis of 5-eicosatetraenoic acids	0	0	[]	{}
Synthesis of CL	0	0	[]	{}
Synthesis of DNA	4	0	[]	{'ORC1': 'SLC25A15', 'MCM2': 'MCM7', 'LIG1': 'LRIG1', 'RPA1': 'POLR1A'}
Synthesis of Dolichyl-phosphate	0	0	[]	{}
Synthesis of GDP-mannose	0	0	[]	{}
Synthesis of Hepoxilins (HX) and Trioxilins (TrX)	0	0	[]	{}
